日期,股票代码,成交量,换手率,RSI,MACD_DIF,MACD_DEA,MACD_HIST,KDJ_K,KDJ_D,KDJ_J,MACD信号,RSI信号,KDJ信号
2023-07-14,600519,18550,0.15,62.28197495053783,10.345119936947867,2.989970923974067,7.355149012973801,77.7653272683554,60.988135420041324,111.31971096498357,金叉,中性,超买
2023-07-17,600519,14336,0.11,55.77336003332467,8.498273402354016,3.345345277417935,5.152928124936081,75.78734607092834,72.20748212573373,82.94707396131756,金叉,中性,超买
2023-07-18,600519,14738,0.12,53.885339445263604,5.889492056069457,3.50948377926642,2.380008276803037,54.776495650033574,69.44305632977243,25.44337429055585,金叉,中性,中性
2023-07-19,600519,12483,0.1,53.932185503011866,4.139884530455447,3.5501547954721637,0.5897297349832833,31.43761727759818,54.00048633285336,-13.68812083291219,金叉,中性,超卖
2023-07-20,600519,16693,0.13,54.18280635703914,3.086166211608088,3.5202200481260943,-0.43405383651800644,22.572250054027446,36.2621209938864,-4.807491825690462,死叉,中性,超卖
2023-07-21,600519,39377,0.31,64.12455389580269,9.4910370551695,3.9054340485805077,5.5856030065889914,47.11871813732032,33.70952848964865,73.93709743266368,金叉,中性,中性
2023-07-24,600519,19713,0.16,64.0770694155812,12.386661330132256,4.452610002229007,7.934051327903249,72.8248897629092,47.50528598475231,123.46409731922294,金叉,中性,超买
2023-07-25,600519,43086,0.34,72.4762994035691,21.912355702528203,5.579045208699923,16.33331049382828,98.45637343461233,72.79999377828061,149.7691327472758,金叉,超买,超买
2023-07-26,600519,19611,0.16,72.47629940356912,25.78016743883336,6.882343417095629,18.89782402173773,96.96217499854401,89.41447939868851,112.05756619825502,金叉,超买,超买
2023-07-27,600519,20340,0.16,73.65611295828369,27.76381217749463,8.229534950024597,19.53427722747003,93.39097397264977,96.26984080193536,87.63324031407862,金叉,超买,超买
2023-07-28,600519,39018,0.31,79.53321948331302,36.09799341812845,10.02750001248291,26.070493405645543,92.81757383467637,94.39024093529004,89.67223963344904,金叉,超买,超买
2023-07-31,600519,45379,0.36,74.54625531477741,35.96827449373927,11.701098366112353,24.267176127626918,81.55716150117206,89.25523643616606,66.16101163118407,金叉,超买,中性
2023-08-01,600519,19231,0.15,75.39813704043775,34.9933808686942,13.20382626950473,21.789554599189472,73.10867042871878,82.49446858818906,54.33707410977823,金叉,超买,中性
2023-08-02,600519,18509,0.15,72.60117625936903,30.977173384203297,14.350493825291736,16.62667955891156,56.64209840592286,70.43597677860457,29.05434166055943,金叉,超买,中性
2023-08-03,600519,21543,0.17,72.11143857245085,26.67729212695349,15.145771135076364,11.531520991877125,52.465902276752225,60.73889037046462,35.91992608932745,金叉,超买,中性
2023-08-04,600519,24574,0.2,73.96561758142445,24.987824039547377,15.780742290203527,9.20708174934385,48.869561257821694,52.659187313498926,41.29030914646724,金叉,超买,中性
2023-08-07,600519,23892,0.19,72.06005453159109,21.712488474322754,16.163435592404767,5.549052881917987,54.77394106446017,52.03646819967802,60.24888679402447,金叉,超买,中性
2023-08-08,600519,17736,0.14,72.34672651291687,18.92366977363531,16.341515217000286,2.5821545566350252,62.55635628593884,55.399952869406896,76.86916311900272,金叉,超买,中性
2023-08-09,600519,18523,0.15,72.3879960872468,16.298031102131063,16.338709790234528,-0.04067868810346553,69.27578376569925,62.20202703869942,83.42329721969888,死叉,超买,超买
2023-08-10,600519,18436,0.15,66.55101692426058,11.56295357815111,16.030596486229147,-4.467642908078037,56.74697386026497,62.85970463730103,44.52151230619286,死叉,中性,中性
2023-08-11,600519,26786,0.21,53.97461689292885,2.0672777421527826,15.12973721241777,-13.062459470264987,33.29970617893582,53.107487934966684,-6.315857333125905,死叉,中性,超卖
2023-08-14,600519,23731,0.19,46.77688788175743,-7.934441061855523,13.64172571085175,-21.576166772707275,11.770261146744398,33.93898039531507,-32.567177350396946,死叉,中性,超卖
